,RequestName,SanctionName,similarityScore,requestID,lastName,firstName,wholeName,UID,LAST_NAME,FIRST_NAME
53,王佑,王大志,0.3645162616774278,BB099933,王,佑,王佑,311,王,大志
54,王佑,王金凤,0.3572840665037854,BB099933,王,佑,王佑,1687,王,金凤
55,王佑,王传福,0.34005504973040984,BB099933,王,佑,王佑,1978,王,传福
56,王佑,王信虎,0.3192637766920061,BB099933,王,佑,王佑,2373,王,信虎
57,井上信昌,王信虎,0.30661707396875326,DD903845,井上,信昌,井上信昌,2373,王,信虎
58,王佑,王涛,0.128170619831783,BB099933,王,佑,王佑,2591,王,涛
59,王佑,王和,0.12107632836477031,BB099933,王,佑,王佑,2998,王,和
60,王佑,王锋,0.12073835536263508,BB099933,王,佑,王佑,1739,王,锋
61,袁临江,袁临江,0.9999999999999999,CC072982,袁,临江,袁临江,66,袁,临江
62,袁江临,袁临江,0.8261342654380077,CC072983,袁,江临,袁江临,66,袁,临江
63,江临袁,袁临江,0.7965209446770806,CC072984,江,临袁,江临袁,66,袁,临江
64,袁临江,胡鉴,0.4309208685808516,CC072982,袁,临江,袁临江,775,胡,鉴
65,袁江临,胡鉴,0.4780428529404481,CC072983,袁,江临,袁江临,775,胡,鉴
66,江临袁,胡鉴,0.49295291309197364,CC072984,江,临袁,江临袁,775,胡,鉴
67,袁临江,袁帅,0.3541713519398195,CC072982,袁,临江,袁临江,785,袁,帅
68,袁江临,袁帅,0.21972261581207322,CC072983,袁,江临,袁江临,785,袁,帅
69,袁临江,刘品览,0.34038890932423516,CC072982,袁,临江,袁临江,2221,刘,品览
70,袁江临,刘品览,0.377611058518774,CC072983,袁,江临,袁江临,2221,刘,品览
71,江临袁,刘品览,0.3893886712615746,CC072984,江,临袁,江临袁,2221,刘,品览
72,袁临江,孙中海,0.23698453850656004,CC072982,袁,临江,袁临江,666,孙,中海
73,袁临江,袁敏,0.23691773848768105,CC072982,袁,临江,袁临江,1165,袁,敏
74,袁江临,袁敏,0.2628251260883186,CC072983,袁,江临,袁江临,1165,袁,敏
75,江临袁,袁敏,0.1355112943767217,CC072984,江,临袁,江临袁,1165,袁,敏
76,袁临江,白中波,0.2274810759238383,CC072982,袁,临江,袁临江,2125,白,中波
77,袁临江,袁征,0.22661499633950627,CC072982,袁,临江,袁临江,1443,袁,征
78,袁江临,袁征,0.2513957602610305,CC072983,袁,江临,袁江临,1443,袁,征
79,江临袁,袁征,0.12961837165577753,CC072984,江,临袁,江临袁,1443,袁,征
80,袁临江,袁瑛,0.2175494147657146,CC072982,袁,临江,袁临江,2554,袁,瑛
81,袁江临,袁瑛,0.24133884077747894,CC072983,袁,江临,袁江临,2554,袁,瑛
82,袁临江,袁建良,0.19220836108065328,CC072982,袁,临江,袁临江,15,袁,建良
83,袁江临,袁建良,0.2132266965686847,CC072983,袁,江临,袁江临,15,袁,建良
84,袁江临,文江明,0.21579899112800638,CC072983,袁,江临,袁江临,31,文,江明
85,袁江临,袁伟明,0.2101572782543473,CC072983,袁,江临,袁江临,2111,袁,伟明
86,江临袁,江勇,0.163052788093623,CC072984,江,临袁,江临袁,305,江,勇
87,江临袁,江河,0.15455780732158086,CC072984,江,临袁,江临袁,2030,江,河
88,江临袁,江琪,0.1507845587752086,CC072984,江,临袁,江临袁,2323,江,琪
89,江临袁,江文明,0.1274398463150137,CC072984,江,临袁,江临袁,2433,江,文明
90,江临袁,江志杰,0.12731599336876825,CC072984,江,临袁,江临袁,1993,江,志杰
91,江临袁,江志杰,0.12731599336876825,CC072984,江,临袁,江临袁,1995,江,志杰
92,井上昌信,井上昌信,1.0000000000000002,DD903844,井上,昌信,井上昌信,394,井上,昌信
93,井上信昌,井上昌信,0.7506277004048358,DD903845,井上,信昌,井上信昌,394,井上,昌信
94,信昌上井,井上昌信,0.582264163217736,DD903846,信昌,上井,信昌上井,394,井上,昌信
95,井上昌,井上昌信,0.8532165813651305,DD903847,井上,昌,井上昌,394,井上,昌信
96,上昌信,井上昌信,0.7885674817680802,DD903848,上,昌信,上昌信,394,井上,昌信
97,上昌,井上昌信,0.5914534707129985,DD903849,上,昌,上昌,394,井上,昌信
98,井上昌信,杨井武,0.3042427327816837,DD903844,井上,昌信,井上昌信,646,杨,井武
99,井上信昌,杨井武,0.31576102398173345,DD903845,井上,信昌,井上信昌,646,杨,井武
100,信昌上井,杨井武,0.23909375883559253,DD903846,信昌,上井,信昌上井,646,杨,井武
101,井上昌,杨井武,0.35658323973838035,DD903847,井上,昌,井上昌,646,杨,井武
102,井上昌信,马昌林,0.23870324384283448,DD903844,井上,昌信,井上昌信,11,马,昌林
103,信昌上井,马昌林,0.25260799629866815,DD903846,信昌,上井,信昌上井,11,马,昌林
104,上昌信,马昌林,0.30270490397046035,DD903848,上,昌信,上昌信,11,马,昌林
105,上昌,马昌林,0.1820707888338345,DD903849,上,昌,上昌,11,马,昌林
106,李昌达,马昌林,0.354642218855742,HH1234571,李,昌达,李昌达,11,马,昌林
107,李昌达,马昌林,0.354642218855742,HH1234572,李,昌达,李昌达,11,马,昌林
108,李昌达,马昌林,0.354642218855742,HH1234573,李,昌达,李昌达,11,马,昌林
109,李昌达,马昌林,0.354642218855742,HH1234574,李,昌達,李昌達,11,马,昌林
110,李昌达,马昌林,0.354642218855742,HH1234571,李,昌达,李昌达,11,马,昌林
111,李昌达,马昌林,0.354642218855742,HH1234572,李,昌达,李昌达,11,马,昌林
112,李昌达,马昌林,0.354642218855742,HH1234573,李,昌达,李昌达,11,马,昌林
113,李昌达,马昌林,0.354642218855742,HH1234574,李,昌達,李昌達,11,马,昌林
114,李昌达,马昌林,0.354642218855742,HH1234571,李,昌达,李昌达,11,马,昌林
115,李昌达,马昌林,0.354642218855742,HH1234572,李,昌达,李昌达,11,马,昌林
116,李昌达,马昌林,0.354642218855742,HH1234573,李,昌达,李昌达,11,马,昌林
117,李昌达,马昌林,0.354642218855742,HH1234574,李,昌達,李昌達,11,马,昌林
118,李昌达,马昌林,0.354642218855742,HH1234571,李,昌达,李昌达,11,马,昌林
119,李昌达,马昌林,0.354642218855742,HH1234572,李,昌达,李昌达,11,马,昌林
120,李昌达,马昌林,0.354642218855742,HH1234573,李,昌达,李昌达,11,马,昌林
121,李昌达,马昌林,0.354642218855742,HH1234574,李,昌達,李昌達,11,马,昌林
122,井上昌信,李昌达,0.22294326259454897,DD903844,井上,昌信,井上昌信,2494,李,昌达
123,信昌上井,李昌达,0.23592997709481017,DD903846,信昌,上井,信昌上井,2494,李,昌达
124,上昌信,李昌达,0.2827193204755014,DD903848,上,昌信,上昌信,2494,李,昌达
125,上昌,李昌达,0.1700498704261607,DD903849,上,昌,上昌,2494,李,昌达
126,李昌达,李昌达,1.0,HH1234571,李,昌达,李昌达,2494,李,昌达
127,李昌达,李昌达,1.0,HH1234572,李,昌达,李昌达,2494,李,昌达
128,李昌达,李昌达,1.0,HH1234573,李,昌达,李昌达,2494,李,昌达
129,李昌达,李昌达,1.0,HH1234574,李,昌達,李昌達,2494,李,昌达
130,李昌达,李昌达,1.0,HH1234571,李,昌达,李昌达,2494,李,昌达
131,李昌达,李昌达,1.0,HH1234572,李,昌达,李昌达,2494,李,昌达
132,李昌达,李昌达,1.0,HH1234573,李,昌达,李昌达,2494,李,昌达
133,李昌达,李昌达,1.0,HH1234574,李,昌達,李昌達,2494,李,昌达
134,李昌达,李昌达,1.0,HH1234571,李,昌达,李昌达,2494,李,昌达
135,李昌达,李昌达,1.0,HH1234572,李,昌达,李昌达,2494,李,昌达
136,李昌达,李昌达,1.0,HH1234573,李,昌达,李昌达,2494,李,昌达
137,李昌达,李昌达,1.0,HH1234574,李,昌達,李昌達,2494,李,昌达
138,李昌达,李昌达,1.0,HH1234571,李,昌达,李昌达,2494,李,昌达
139,李昌达,李昌达,1.0,HH1234572,李,昌达,李昌达,2494,李,昌达
140,李昌达,李昌达,1.0,HH1234573,李,昌达,李昌达,2494,李,昌达
141,李昌达,李昌达,1.0,HH1234574,李,昌達,李昌達,2494,李,昌达
142,井上昌信,李井光,0.22248440588233112,DD903844,井上,昌信,井上昌信,1840,李,井光
143,井上信昌,李井光,0.23090741783398103,DD903845,井上,信昌,井上信昌,1840,李,井光
144,信昌上井,李井光,0.27406508688876735,DD903846,信昌,上井,信昌上井,1840,李,井光
145,井上昌,李井光,0.26075958993478565,DD903847,井上,昌,井上昌,1840,李,井光
146,井上昌信,李昌森,0.22055738938273478,DD903844,井上,昌信,井上昌信,840,李,昌森
147,信昌上井,李昌森,0.233405123884789,DD903846,信昌,上井,信昌上井,840,李,昌森
148,上昌信,李昌森,0.27969374147690423,DD903848,上,昌信,上昌信,840,李,昌森
149,上昌,李昌森,0.16823004673738612,DD903849,上,昌,上昌,840,李,昌森
150,李昌达,李昌森,0.5468833484136845,HH1234571,李,昌达,李昌达,840,李,昌森
151,李昌达,李昌森,0.5468833484136845,HH1234572,李,昌达,李昌达,840,李,昌森
152,李昌达,李昌森,0.5468833484136845,HH1234573,李,昌达,李昌达,840,李,昌森
153,李昌达,李昌森,0.5468833484136845,HH1234574,李,昌達,李昌達,840,李,昌森
154,李昌达,李昌森,0.5468833484136845,HH1234571,李,昌达,李昌达,840,李,昌森
155,李昌达,李昌森,0.5468833484136845,HH1234572,李,昌达,李昌达,840,李,昌森
156,李昌达,李昌森,0.5468833484136845,HH1234573,李,昌达,李昌达,840,李,昌森
157,李昌达,李昌森,0.5468833484136845,HH1234574,李,昌達,李昌達,840,李,昌森
158,李昌达,李昌森,0.5468833484136845,HH1234571,李,昌达,李昌达,840,李,昌森
159,李昌达,李昌森,0.5468833484136845,HH1234572,李,昌达,李昌达,840,李,昌森
160,李昌达,李昌森,0.5468833484136845,HH1234573,李,昌达,李昌达,840,李,昌森
161,李昌达,李昌森,0.5468833484136845,HH1234574,李,昌達,李昌達,840,李,昌森
162,李昌达,李昌森,0.5468833484136845,HH1234571,李,昌达,李昌达,840,李,昌森
163,李昌达,李昌森,0.5468833484136845,HH1234572,李,昌达,李昌达,840,李,昌森
164,李昌达,李昌森,0.5468833484136845,HH1234573,李,昌达,李昌达,840,李,昌森
165,李昌达,李昌森,0.5468833484136845,HH1234574,李,昌達,李昌達,840,李,昌森
166,井上昌信,郭井全,0.21452908221155578,DD903844,井上,昌信,井上昌信,533,郭,井全
167,井上信昌,郭井全,0.2226509144643749,DD903845,井上,信昌,井上信昌,533,郭,井全
168,信昌上井,郭井全,0.26426540468446746,DD903846,信昌,上井,信昌上井,533,郭,井全
169,井上昌,郭井全,0.2514356693212798,DD903847,井上,昌,井上昌,533,郭,井全
170,井上昌信,吴昌昱,0.21065965620035698,DD903844,井上,昌信,井上昌信,2561,吴,昌昱
171,信昌上井,吴昌昱,0.22293083578191977,DD903846,信昌,上井,信昌上井,2561,吴,昌昱
172,上昌信,吴昌昱,0.2671422054178904,DD903848,上,昌信,上昌信,2561,吴,昌昱
173,上昌,吴昌昱,0.16068055533052086,DD903849,上,昌,上昌,2561,吴,昌昱
174,李昌达,吴昌昱,0.3129777655953083,HH1234571,李,昌达,李昌达,2561,吴,昌昱
175,李昌达,吴昌昱,0.3129777655953083,HH1234572,李,昌达,李昌达,2561,吴,昌昱
176,李昌达,吴昌昱,0.3129777655953083,HH1234573,李,昌达,李昌达,2561,吴,昌昱
177,李昌达,吴昌昱,0.3129777655953083,HH1234574,李,昌達,李昌達,2561,吴,昌昱
178,李昌达,吴昌昱,0.3129777655953083,HH1234571,李,昌达,李昌达,2561,吴,昌昱
179,李昌达,吴昌昱,0.3129777655953083,HH1234572,李,昌达,李昌达,2561,吴,昌昱
180,李昌达,吴昌昱,0.3129777655953083,HH1234573,李,昌达,李昌达,2561,吴,昌昱
181,李昌达,吴昌昱,0.3129777655953083,HH1234574,李,昌達,李昌達,2561,吴,昌昱
182,李昌达,吴昌昱,0.3129777655953083,HH1234571,李,昌达,李昌达,2561,吴,昌昱
183,李昌达,吴昌昱,0.3129777655953083,HH1234572,李,昌达,李昌达,2561,吴,昌昱
184,李昌达,吴昌昱,0.3129777655953083,HH1234573,李,昌达,李昌达,2561,吴,昌昱
185,李昌达,吴昌昱,0.3129777655953083,HH1234574,李,昌達,李昌達,2561,吴,昌昱
186,李昌达,吴昌昱,0.3129777655953083,HH1234571,李,昌达,李昌达,2561,吴,昌昱
187,李昌达,吴昌昱,0.3129777655953083,HH1234572,李,昌达,李昌达,2561,吴,昌昱
188,李昌达,吴昌昱,0.3129777655953083,HH1234573,李,昌达,李昌达,2561,吴,昌昱
189,李昌达,吴昌昱,0.3129777655953083,HH1234574,李,昌達,李昌達,2561,吴,昌昱
190,井上昌信,章昌平,0.2076868813173659,DD903844,井上,昌信,井上昌信,2743,章,昌平
191,信昌上井,章昌平,0.21978489316903338,DD903846,信昌,上井,信昌上井,2743,章,昌平
192,上昌信,章昌平,0.2633723633286304,DD903848,上,昌信,上昌信,2743,章,昌平
193,李昌达,章昌平,0.3085611038705237,HH1234571,李,昌达,李昌达,2743,章,昌平
194,李昌达,章昌平,0.3085611038705237,HH1234572,李,昌达,李昌达,2743,章,昌平
195,李昌达,章昌平,0.3085611038705237,HH1234573,李,昌达,李昌达,2743,章,昌平
196,李昌达,章昌平,0.3085611038705237,HH1234574,李,昌達,李昌達,2743,章,昌平
197,李昌达,章昌平,0.3085611038705237,HH1234571,李,昌达,李昌达,2743,章,昌平
198,李昌达,章昌平,0.3085611038705237,HH1234572,李,昌达,李昌达,2743,章,昌平
199,李昌达,章昌平,0.3085611038705237,HH1234573,李,昌达,李昌达,2743,章,昌平
200,李昌达,章昌平,0.3085611038705237,HH1234574,李,昌達,李昌達,2743,章,昌平
201,李昌达,章昌平,0.3085611038705237,HH1234571,李,昌达,李昌达,2743,章,昌平
202,李昌达,章昌平,0.3085611038705237,HH1234572,李,昌达,李昌达,2743,章,昌平
203,李昌达,章昌平,0.3085611038705237,HH1234573,李,昌达,李昌达,2743,章,昌平
204,李昌达,章昌平,0.3085611038705237,HH1234574,李,昌達,李昌達,2743,章,昌平
205,李昌达,章昌平,0.3085611038705237,HH1234571,李,昌达,李昌达,2743,章,昌平
206,李昌达,章昌平,0.3085611038705237,HH1234572,李,昌达,李昌达,2743,章,昌平
207,李昌达,章昌平,0.3085611038705237,HH1234573,李,昌达,李昌达,2743,章,昌平
208,李昌达,章昌平,0.3085611038705237,HH1234574,李,昌達,李昌達,2743,章,昌平
209,陈章华,章昌平,0.17061954182549816,FF1234579,陈,章华,陈章华,2743,章,昌平
210,陈章华,章昌平,0.17061954182549816,FF1234580,陳,章华,陳章华,2743,章,昌平
211,陈章华,章昌平,0.17061954182549816,FF1234581,陈,章華,陈章華,2743,章,昌平
212,陈章华,章昌平,0.17061954182549816,FF1234579,陈,章华,陈章华,2743,章,昌平
213,陈章华,章昌平,0.17061954182549816,FF1234580,陳,章华,陳章华,2743,章,昌平
214,陈章华,章昌平,0.17061954182549816,FF1234581,陈,章華,陈章華,2743,章,昌平
215,陈章华,章昌平,0.17061954182549816,FF1234579,陈,章华,陈章华,2743,章,昌平
216,陈章华,章昌平,0.17061954182549816,FF1234580,陳,章华,陳章华,2743,章,昌平
217,陈章华,章昌平,0.17061954182549816,FF1234581,陈,章華,陈章華,2743,章,昌平
218,井上昌信,胡齐开,0.20679885557313865,DD903844,井上,昌信,井上昌信,1928,胡,齐开
219,井上信昌,胡齐开,0.21462803005020883,DD903845,井上,信昌,井上信昌,1928,胡,齐开
220,井上昌,胡齐开,0.24237557038831142,DD903847,井上,昌,井上昌,1928,胡,齐开
221,井上信昌,田世俊,0.21248432413284796,DD903845,井上,信昌,井上信昌,1604,田,世俊
222,井上信昌,卢井发,0.20787651639119986,DD903845,井上,信昌,井上信昌,2706,卢,井发
223,信昌上井,卢井发,0.24672960297815225,DD903846,信昌,上井,信昌上井,2706,卢,井发
224,井上昌,卢井发,0.23475120756066037,DD903847,井上,昌,井上昌,2706,卢,井发
225,井上信昌,李洪信,0.15480878389847583,DD903845,井上,信昌,井上信昌,1510,李,洪信
226,井上信昌,李洪信,0.15480878389847583,DD903845,井上,信昌,井上信昌,1511,李,洪信
227,井上信昌,李洪信,0.15480878389847583,DD903845,井上,信昌,井上信昌,1512,李,洪信
228,井上信昌,李洪信,0.15480878389847583,DD903845,井上,信昌,井上信昌,1510,李,洪信
229,井上信昌,李洪信,0.15480878389847583,DD903845,井上,信昌,井上信昌,1511,李,洪信
230,井上信昌,李洪信,0.15480878389847583,DD903845,井上,信昌,井上信昌,1512,李,洪信
231,井上昌,马大明,0.1888145915771514,DD903847,井上,昌,井上昌,1813,马,大明
232,上昌信,马大明,0.20429417147166914,DD903848,上,昌信,上昌信,1813,马,大明
233,上昌,马大明,0.2723793980667734,DD903849,上,昌,上昌,1813,马,大明
234,井上昌,胡大明,0.17522221377290814,DD903847,井上,昌,井上昌,292,胡,大明
235,上昌信,胡大明,0.1895874502450253,DD903848,上,昌信,上昌信,292,胡,大明
236,上昌,胡大明,0.25277136007727746,DD903849,上,昌,上昌,292,胡,大明
237,井上昌,杨大明,0.16772256590974183,DD903847,井上,昌,井上昌,2422,杨,大明
238,上昌,杨大明,0.2419525480690576,DD903849,上,昌,上昌,2422,杨,大明
239,井上昌,乔伟,0.14722310665154822,DD903847,井上,昌,井上昌,769,乔,伟
240,上昌信,曹昌福,0.2604463078876338,DD903848,上,昌信,上昌信,1143,曹,昌福
241,李昌达,曹昌福,0.3051330034979205,HH1234571,李,昌达,李昌达,1143,曹,昌福
242,李昌达,曹昌福,0.3051330034979205,HH1234572,李,昌达,李昌达,1143,曹,昌福
243,李昌达,曹昌福,0.3051330034979205,HH1234573,李,昌达,李昌达,1143,曹,昌福
244,李昌达,曹昌福,0.3051330034979205,HH1234574,李,昌達,李昌達,1143,曹,昌福
245,李昌达,曹昌福,0.3051330034979205,HH1234571,李,昌达,李昌达,1143,曹,昌福
246,李昌达,曹昌福,0.3051330034979205,HH1234572,李,昌达,李昌达,1143,曹,昌福
247,李昌达,曹昌福,0.3051330034979205,HH1234573,李,昌达,李昌达,1143,曹,昌福
248,李昌达,曹昌福,0.3051330034979205,HH1234574,李,昌達,李昌達,1143,曹,昌福
249,李昌达,曹昌福,0.3051330034979205,HH1234571,李,昌达,李昌达,1143,曹,昌福
250,李昌达,曹昌福,0.3051330034979205,HH1234572,李,昌达,李昌达,1143,曹,昌福
251,李昌达,曹昌福,0.3051330034979205,HH1234573,李,昌达,李昌达,1143,曹,昌福
252,李昌达,曹昌福,0.3051330034979205,HH1234574,李,昌達,李昌達,1143,曹,昌福
253,李昌达,曹昌福,0.3051330034979205,HH1234571,李,昌达,李昌达,1143,曹,昌福
254,李昌达,曹昌福,0.3051330034979205,HH1234572,李,昌达,李昌达,1143,曹,昌福
255,李昌达,曹昌福,0.3051330034979205,HH1234573,李,昌达,李昌达,1143,曹,昌福
256,李昌达,曹昌福,0.3051330034979205,HH1234574,李,昌達,李昌達,1143,曹,昌福
257,上昌信,黄昌华,0.2596845674692544,DD903848,上,昌信,上昌信,827,黄,昌华
258,李昌达,黄昌华,0.3042405656529342,HH1234571,李,昌达,李昌达,827,黄,昌华
259,李昌达,黄昌华,0.3042405656529342,HH1234572,李,昌达,李昌达,827,黄,昌华
260,李昌达,黄昌华,0.3042405656529342,HH1234573,李,昌达,李昌达,827,黄,昌华
261,李昌达,黄昌华,0.3042405656529342,HH1234574,李,昌達,李昌達,827,黄,昌华
262,李昌达,黄昌华,0.3042405656529342,HH1234571,李,昌达,李昌达,827,黄,昌华
263,李昌达,黄昌华,0.3042405656529342,HH1234572,李,昌达,李昌达,827,黄,昌华
264,李昌达,黄昌华,0.3042405656529342,HH1234573,李,昌达,李昌达,827,黄,昌华
265,李昌达,黄昌华,0.3042405656529342,HH1234574,李,昌達,李昌達,827,黄,昌华
266,李昌达,黄昌华,0.3042405656529342,HH1234571,李,昌达,李昌达,827,黄,昌华
267,李昌达,黄昌华,0.3042405656529342,HH1234572,李,昌达,李昌达,827,黄,昌华
268,李昌达,黄昌华,0.3042405656529342,HH1234573,李,昌达,李昌达,827,黄,昌华
269,李昌达,黄昌华,0.3042405656529342,HH1234574,李,昌達,李昌達,827,黄,昌华
270,李昌达,黄昌华,0.3042405656529342,HH1234571,李,昌达,李昌达,827,黄,昌华
271,李昌达,黄昌华,0.3042405656529342,HH1234572,李,昌达,李昌达,827,黄,昌华
272,李昌达,黄昌华,0.3042405656529342,HH1234573,李,昌达,李昌达,827,黄,昌华
273,李昌达,黄昌华,0.3042405656529342,HH1234574,李,昌達,李昌達,827,黄,昌华
274,上昌,王社昌,0.163025386393829,DD903849,上,昌,上昌,3007,王,社昌
275,上昌,刘元昌,0.16127716946076792,DD903849,上,昌,上昌,310,刘,元昌
276,徐佘余,徐佘余,1.0,EE123456,徐,佘余,徐佘余,239,徐,佘余
277,徐佘,徐佘余,0.6166825668922706,EE123457,徐,佘,徐佘,239,徐,佘余
278,佘余,徐佘余,0.7872119229859011,EE123458,佘,余,佘余,239,徐,佘余
279,徐佘余,徐俊,0.379793737517662,EE123456,徐,佘余,徐佘余,1683,徐,俊
280,徐佘,徐俊,0.6158658569377217,EE123457,徐,佘,徐佘,1683,徐,俊
281,徐佘余,徐仲,0.34588988394195597,EE123456,徐,佘余,徐佘余,2601,徐,仲
282,徐佘,徐仲,0.5608880524789996,EE123457,徐,佘,徐佘,2601,徐,仲
283,徐佘余,徐全胜,0.2477133266077714,EE123456,徐,佘余,徐佘余,2321,徐,全胜
284,徐佘,徐全胜,0.40168692923509375,EE123457,徐,佘,徐佘,2321,徐,全胜
285,徐佘余,佘林成,0.1944887406288746,EE123456,徐,佘余,徐佘余,746,佘,林成
286,佘余,佘林成,0.24706020697854433,EE123458,佘,余,佘余,746,佘,林成
287,徐佘余,凃大荣,0.14776884130190573,EE123456,徐,佘余,徐佘余,823,凃,大荣
288,徐佘,凃大荣,0.23961896968577642,EE123457,徐,佘,徐佘,823,凃,大荣
289,徐佘余,余强,0.14609758490425268,EE123456,徐,佘余,徐佘余,2466,余,强
290,佘余,余强,0.1855886332997897,EE123458,佘,余,佘余,2466,余,强
291,徐佘余,余宝,0.14530596031441975,EE123456,徐,佘余,徐佘余,40,余,宝
292,佘余,余宝,0.18458302786278072,EE123458,佘,余,佘余,40,余,宝
293,徐佘余,徐明,0.12861456742166902,EE123456,徐,佘余,徐佘余,2410,徐,明
294,徐佘,徐明,0.2085587858755491,EE123457,徐,佘,徐佘,2410,徐,明
295,徐佘余,徐峰,0.12008587545853136,EE123456,徐,佘余,徐佘余,2083,徐,峰
296,徐佘余,徐峰,0.12008587545853136,EE123456,徐,佘余,徐佘余,2084,徐,峰
297,徐佘,徐峰,0.1947288311775958,EE123457,徐,佘,徐佘,2083,徐,峰
298,徐佘,徐峰,0.1947288311775958,EE123457,徐,佘,徐佘,2084,徐,峰
299,徐佘,徐峰,0.1947288311775958,EE123457,徐,佘,徐佘,2083,徐,峰
